concern_id,source,vaccine_type,class,statement
1131,gpt-4-0613,hpv,VaxConcerns_5.4,the frequency of cervical cancer is exaggerated to boost HPV vaccine sales
1132,gpt-4-0613,hpv,VaxConcerns_5.4,the health agencies who are promoting the HPV vaccine have hidden alliances with vaccine manufacturers
1133,gpt-4-0613,hpv,VaxConcerns_5.4,health officials are so keen on mandating the HPV vaccine. Could there be an undisclosed financial gain?
1134,gpt-4-0613,hpv,VaxConcerns_5.4,it appears there's a massive conspiracy to ignore the side effects of the HPV vaccine
1135,gpt-4-0613,hpv,VaxConcerns_5.4,the celebrities promoting HPV vaccination could be part of a well-orchestrated plan for mass manipulation
1136,gpt-4-0613,mmr,VaxConcerns_5.4,the MMR vaccine is a part of a hidden governmental plan to control us
1137,gpt-4-0613,mmr,VaxConcerns_5.4,the professionals advocating for the MMR vaccine might be doing so under false pretenses for their own profit
1138,gpt-4-0613,mmr,VaxConcerns_5.4,the MMR vaccine is more than just a health initiative; it could be a bio-engineering experiment
1139,gpt-4-0613,mmr,VaxConcerns_5.4,the MMR vaccine might be a plot by big pharmaceuticals to ensure constant revenue
1140,gpt-4-0613,mmr,VaxConcerns_5.4,the MMR vaccine is entirely for preventing diseases; it feels like an elaborate pharma industry ruse
1141,gpt-4-0613,mmr,VaxConcerns_5.4,the push for MMR vaccination is a secretive way for governments to track its citizens
1142,gpt-4-0613,mmr,VaxConcerns_5.4,"the MMR vaccine could be part of a deeper, global conspiracy for human population control"
1143,gpt-4-0613,mmr,VaxConcerns_5.4,the apparent lobbying for MMR vaccinations might be underpinned by some ulterior motives
1144,gpt-4-0613,mmr,VaxConcerns_5.4,international health agencies might be misrepresenting the benefits of the MMR vaccine for their own advantages
1145,gpt-4-0613,mmr,VaxConcerns_5.4,the MMR vaccine is a tool for powerful elites to manipulate the public's health under the guise of preventative medicine
1146,gpt-4-0613,influenza,VaxConcerns_5.4,the influenza vaccine is just a way for pharmaceutical companies to make more profits
1147,gpt-4-0613,influenza,VaxConcerns_5.4,the government is using the flu vaccine to track us
1148,gpt-4-0613,influenza,VaxConcerns_5.4,big pharma is intentionally getting us sick with the flu shot to sell more medicine
1149,gpt-4-0613,influenza,VaxConcerns_5.4,the influenza vaccine is part of a larger conspiracy to control population growth.
1150,gpt-4-0613,influenza,VaxConcerns_5.4,the flu vaccine is only promoted so strongly to increase big pharmaceutical companies' bottom line
1151,gpt-4-0613,influenza,VaxConcerns_5.4,vacination campaigns for influenza have hidden agendas
1152,gpt-4-0613,influenza,VaxConcerns_5.4,the secret societies might be using the flu vaccine to experiment on the public
1153,gpt-4-0613,influenza,VaxConcerns_5.4,the push for mandatory flu vaccinations is a grand conspiracy for gaining political control
1154,gpt-4-0613,influenza,VaxConcerns_5.4,health agencies might be using the annual influenza vaccination distribution as a cover for some clandestine operations
1155,gpt-4-0613,influenza,VaxConcerns_5.4,the widespread use of the flu vaccine could actually be part of some grand plot by powerful people
1156,gpt-4-0613,yellow_fever,VaxConcerns_5.4,powerful elites are using yellow fever vaccines as an experimental tool for their secret agendas
1157,gpt-4-0613,yellow_fever,VaxConcerns_5.4,the surge in yellow fever vaccination could be a political distraction to conceal something more significant
1158,gpt-4-0613,yellow_fever,VaxConcerns_5.4,key pharmaceutical companies might be using yellow fever vaccines as a backdoor to experiment on the public
1159,gpt-4-0613,yellow_fever,VaxConcerns_5.4,big corporations could use the yellow fever vaccine as a vehicle to control the population
1160,gpt-4-0613,yellow_fever,VaxConcerns_5.4,it's not unlikely that the yellow fever vaccine might be a part of a broader scheme to keep track of us
1161,gpt-4-0613,yellow_fever,VaxConcerns_5.4,that yellow fever vaccines might contain hidden substances for purposes we are not informed about
1162,gpt-4-0613,yellow_fever,VaxConcerns_5.4,the rapid production of the yellow fever vaccine may be an underhand marketing strategy by pharmaceutical giants
1163,gpt-4-0613,yellow_fever,VaxConcerns_5.4,dangerous chemicals might have been secretly added to the yellow fever vaccine to manipulate our health
1164,gpt-4-0613,yellow_fever,VaxConcerns_5.4,world leaders could be using the yellow fever vaccine as means to control us or interfere with our rights
1165,gpt-4-0613,yellow_fever,VaxConcerns_5.4,the yellow fever vaccine may have been designed as part of a hidden global eugenics program
